logradouro;bairro;cidade;taxa;Area;quartos;suites;banheiros;vagas;preco;somatorio_comodos;area_comodo;preco_area;Zona
Rua Professor Moura Rabelo, 1328;Candelária; Natal; 000000420; 000070; 0002; 001; 03; 000000000001; 000000120000;6;11;1714;Zona Sul  
Rua Trairi, 798;Petrópolis; Natal; 000000750; 000104; 0003; 001; 02; 000000000002; 000000558000;6;17;5365;Zona Leste
Rua Doutor Poty Nóbrega;Lagoa Nova; Natal; 000000800; 000104; 0002; 001; 02; 000000000002; 000000265000;5;20;2548;Zona Sul  
Avenida Estrela do Mar, 2215;Ponta Negra; Natal; 000000439; 000060; 0002; 001; 02; 000000000001; 000000190000;5;12;3166;Zona Sul  
Rua das Conchas, 2149;Ponta Negra; Natal; 000002560; 000052; 0002; 002; 02; 000000000001; 000000279000;6;8;5365;Zona Sul  
Rua Doutor Ewerton Dantas Cortez, 1487;Tirol; Natal; 000001300; 000138; 0003; 001; 02; 000000000001; 000000300000;6;23;2173;Zona Leste
Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal; 000000300; 000059; 0002; 001; 01; 000000000001; 000000250000;4;14;4237;Zona Sul  
Rua Doutor Francisco Leite de Carvalho;Lagoa Nova; Natal; 000000650; 000104; 0003; 001; 02; 000000000002; 000000520000;6;17;5000;Zona Sul  
Rua Prefeito Expedito Alves;Capim Macio; Natal; 000000120; 000065; 0003; 001; 02; 000000000001; 000000113000;6;10;1738;Zona Sul  
Rua Ministro Mirabeau da Cunha Melo, 1990;Candelária; Natal; 000000500; 000055; 0002; 001; 02; 000000000001; 000000240000;5;11;4363;Zona Sul  
Rua Jornalista Francisco Sinedino, 379;Lagoa Nova; Natal; 000000550; 000116; 0003; 002; 03; 000000000002; 000000680000;8;14;5862;Zona Sul  
Rua Ministro Mirabeau da Cunha Melo, 1990;Candelária; Natal; 000000500; 000055; 0002; 001; 02; 000000000001; 000000240000;5;11;4363;Zona Sul  
Rua Morais Navarro, 55;Lagoa Nova; Natal; 000000480; 000119; 0003; 002; 03; 000000000001; 000000650000;8;14;5462;Zona Sul  
Alameda das Mansões, 3693;Candelária; Natal; 000000240; 000095; 0003; 001; 02; 000000000001; 000000240000;6;15;2526;Zona Sul  
Avenida Lima e Silva, 1725;Lagoa Nova; Natal; 000000350; 000054; 0002; 001; 02; 000000000001; 000000240000;5;10;4444;Zona Sul  
Rua Agostinho Almeida, 1882;Lagoa Nova; Natal; 000000700; 000100; 0003; 001; 03; 000000000002; 000000380000;7;14;3800;Zona Sul  
Praça Engenheiro Abel de Menezes Lira;Tirol; Natal; 000001680; 000212; 0004; 004; 06; 000000000003; 000000750000;14;15;3537;Zona Leste
Rua Capitão Dobico, 2464;Lagoa Nova; Natal; 000001200; 000129; 0003; 003; 05; 000000000002; 000000680000;11;11;5271;Zona Sul  
Rua Francisco Borges de Oliveira;Lagoa Nova; Natal; 000000480; 000108; 0003; 002; 03; 000000000002; 000000580000;8;13;5370;Zona Sul  
Rua Desportista Francisco Gomes, 1660;Candelária; Natal; 000000600; 000078; 0003; 001; 02; 000000000001; 000000220000;6;13;2820;Zona Sul  
Rua Doutor Orlando de Azevedo, 1948;Capim Macio; Natal; 000000500; 000067; 0003; 001; 02; 000000000001; 000000220000;6;11;3283;Zona Sul  
Rua Doutor Ewerton Dantas Cortez, 1487;Tirol; Natal; 000001100; 000173; 0003; 001; 03; 000000000001; 000000280000;7;24;1618;Zona Leste
Rua Poeta Jorge Fernandes, 1702;Ponta Negra; Natal; 000000579; 000058; 0002; 001; 02; 000000000001; 000000325000;5;11;5603;Zona Sul  
Avenida Doutor João Medeiros Filho;Pajuçara; Natal; 000000230; 000044; 0002; 001; 02; 000000000001; 000000143000;5;8;3250;Zona Norte
Rua Cícero Pinto;Lagoa Nova; Natal; 000000360; 000082; 0003; 001; 02; 000000000002; 000000190000;6;13;2317;Zona Sul  
Avenida Prudente de Morais;Tirol; Natal; 000000200; 000110; 0002; 001; 02; 000000000002; 000000145000;5;22;1318;Zona Leste
Rua Abraham Tahim, 1464;Capim Macio; Natal; 000000470; 000098; 0003; 001; 01; 000000000002; 000000395000;5;19;4030;Zona Sul  
Rua do Golfinho, 350;Ponta Negra; Natal; 000000310; 000060; 0002; 001; 01; 000000000001; 000000226000;4;15;3766;Zona Sul  
Rua do Golfinho, 350;Ponta Negra; Natal; 000000310; 000055; 0002; 001; 01; 000000000001; 000000261849;4;13;4760;Zona Sul  
Avenida Amintas Barros, 1201;Lagoa Nova; Natal; 000000440; 000060; 0002; 001; 01; 000000000001; 000000207480;4;15;3458;Zona Sul  
Rua dos Potiguares, 1999;Lagoa Nova; Natal; 000000700; 000123; 0003; 003; 01; 000000000002; 000000695000;7;17;5650;Zona Sul  
Rua Poços de Caldas, 215;PARNAMIRIM; Natal; 000000440; 000072; 0002; 001; 01; 000000000001; 000000240000;4;18;3333;Vazio     
Avenida Governador Sílvio Pedroza, 314;Areia Preta; Natal; 000001500; 000170; 0004; 003; 01; 000000000003; 000000890000;8;21;5235;Zona Leste
Rua Desembargador Adauto Maia, 1060;Lagoa Azul; Natal; 000000490; 000108; 0003; 003; 01; 000000000002; 000000500000;7;15;4629;Vazio     
Rua São José, 2026;Lagoa Nova; Natal; 000000510; 000110; 0003; 001; 01; 000000000002; 000000200000;5;22;1818;Zona Sul  
Avenida Capitão-Mor Gouveia, 2488;Lagoa Nova; Natal; 000000500; 000171; 0004; 002; 01; 000000000004; 000000458000;7;24;2678;Zona Sul  
Avenida Amintas Barros, 1201;Lagoa Nova; Natal; 000000440; 000060; 0002; 001; 01; 000000000001; 000000220584;4;15;3676;Zona Sul  
Rua Acari, 40;Lagoa Nova; Natal; 000000500; 000099; 0003; 002; 01; 000000000002; 000000547270;6;16;5527;Zona Sul  
Rua Apodi, 500;Tirol; Natal; 000000750; 000130; 0003; 002; 01; 000000000002; 000000850000;6;21;6538;Zona Leste
Rua General Oliveira Galvão;Tirol; Natal; 000000650; 000157; 0004; 003; 01; 000000000003; 000000785072;8;19;5000;Zona Leste
Rua Amaro Mesquita;Lagoa Nova; Natal; 000000300; 000040; 0001; 001; 01; 000000000001; 000000222200;3;13;5555;Zona Sul  
Rua Vereador João Alves da Silva Filho, 751;Tirol; Natal; 000000303; 000060; 0002; 001; 01; 000000000001; 000000295000;4;15;4916;Zona Leste
Rua Barão do Curumataú, 2224;Lagoa Nova; Natal; 000001100; 000093; 0003; 002; 03; 000000000002; 000000380000;8;11;4086;Zona Sul  
Avenida Nascimento de Castro, 2455;Lagoa Nova; Natal; 000000550; 000160; 0004; 003; 01; 000000000003; 000000750000;8;20;4687;Zona Sul  
Travessa Vitória;Planalto; Natal; 000000250; 000102; 0003; 001; 01; 000000000001; 000000220000;5;20;2156;Zona Sul  
Rua Praia do Rio Doce, 2174;Ponta Negra; Natal; 000000350; 000074; 0002; 002; 01; 000000000001; 000000420000;5;14;5675;Zona Sul  
Rua Nélio Tavares, 2000;Morro Branco; Natal; 000000900; 000080; 0003; 001; 01; 000000000002; 000000285000;5;16;3562;Vazio     
Rua José M. de Vasconcelos, 1950;Capim Macio; Natal; 000001000; 000091; 0003; 002; 01; 000000000002; 000000320000;6;15;3516;Zona Sul  
Rua Praia do Rio Doce, 2174;Ponta Negra; Natal; 000000350; 000075; 0003; 001; 01; 000000000001; 000000398000;5;15;5306;Zona Sul  
Rua Rita Pereira de Macedo, 3001;Barro Vermelho; Natal; 000000720; 000146; 0003; 001; 01; 000000000002; 000000350000;5;29;2397;Zona Leste
Avenida Antônio Basílio, 2185;Lagoa Nova; Natal; 000000450; 000077; 0002; 001; 01; 000000000002; 000000185000;4;19;2402;Zona Sul  
Rua Barão do Curumataú;Lagoa Nova; Natal; 000000900; 000092; 0003; 001; 01; 000000000002; 000000299000;5;18;3250;Zona Sul  
Rua Tomaz Pereira, 1902;Lagoa Nova; Natal; 000000900; 000143; 0003; 001; 01; 000000000002; 000000350000;5;28;2447;Zona Sul  
Rua Ceará Mirim, 555;Tirol; Natal; 000000900; 000220; 0004; 004; 01; 000000000003; 000001503000;9;24;6831;Zona Leste
Rua Sebastião Barreto, 29;Neópolis; Natal; 000000610; 000075; 0003; 001; 01; 000000000002; 000000310000;5;15;4133;Zona Sul  
Avenida Capitão-Mor Gouveia, 2488;Lagoa Nova; Natal; 000000280; 000083; 0003; 001; 01; 000000000002; 000000325000;5;16;3915;Zona Sul  
Rua Coronel Costa Pinheiro;Tirol; Natal; 000000420; 000058; 0002; 001; 01; 000000000001; 000000250000;4;14;4310;Zona Leste
Rua Almeida Castro, 998;Tirol; Natal; 000000860; 000103; 0003; 001; 01; 000000000002; 000000510000;5;20;4951;Zona Leste
Rua Alberto Maranhão;Barro Vermelho; Natal; 000000800; 000098; 0003; 001; 01; 000000000002; 000000430000;5;19;4387;Zona Leste
Rua Professor Otto de Brito Guerra, 2464;Lagoa Nova; Natal; 000001350; 000227; 0004; 004; 01; 000000000003; 000000850000;9;25;3744;Zona Sul  
Rua São João, 1233;Lagoa Seca; Natal; 000000878; 000117; 0003; 001; 01; 000000000002; 000000550000;5;23;4700;Zona Leste
Rua Desembargador Adauto Maia, 1060;Lagoa Nova; Natal; 000000750; 000108; 0003; 003; 01; 000000000002; 000000500000;7;15;4629;Zona Sul  
Rua Epitácio Andrade, 1350;Barro Vermelho; Natal; 000000610; 000093; 0003; 001; 01; 000000000002; 000000330000;5;18;3548;Zona Leste
Rua Praia do Rio Doce, 2174;Ponta Negra; Natal; 000000350; 000094; 0003; 002; 01; 000000000001; 000000460000;6;15;4893;Zona Sul  
Rua Moisés Sesyon;Candelária; Natal; 000000340; 000057; 0002; 001; 01; 000000000001; 000000230000;4;14;4035;Zona Sul  
Rua Doutor Luiz Felipe Câmara;Lagoa Nova; Natal; 000000750; 000108; 0003; 003; 01; 000000000002; 000000500000;7;15;4629;Zona Sul  
Rua Vereadora Maria Queiroz, 92;Lagoa Nova; Natal; 000000650; 000136; 0003; 003; 01; 000000000003; 000000780000;7;19;5735;Zona Sul  
Rua Jaime Adour da Câmara, 1665;Capim Macio; Natal; 000000500; 000056; 0002; 001; 01; 000000000001; 000000210000;4;14;3750;Zona Sul  
Avenida Bernardo Vieira;Morro Branco; Natal; 000001300; 000200; 0004; 003; 01; 000000000004; 000000650000;8;25;3250;Vazio     
Rua Doutor Everton Dantas Cortês, 1487;Tirol; Natal; 000001170; 000160; 0003; 001; 01; 000000000001; 000000310000;5;32;1937;Zona Leste
Avenida Presidente Getúlio Vargas, 550;Petrópolis; Natal; 000001350; 000252; 0003; 001; 01; 000000000002; 000001500000;5;50;5952;Zona Leste
Rua Monsenhor Severiano, 547;Tirol; Natal; 000001150; 000102; 0003; 001; 01; 000000000001; 000000330000;5;20;3235;Zona Leste
Rua Prefeito Expedito Alves, 39;Capim Macio; Natal; 000000100; 000066; 0003; 001; 01; 000000000001; 000000150000;5;13;2272;Zona Sul  
Avenida Hermes da Fonseca, 970;Tirol; Natal; 000001240; 000160; 0004; 002; 01; 000000000002; 000000450000;7;22;2812;Zona Leste
Rua Açu;Tirol; Natal; 000001000; 000243; 0004; 003; 01; 000000000002; 000000750000;8;30;3086;Zona Leste
Rua Américo Soares Wanderley;Capim Macio; Natal; 000000500; 000125; 0003; 002; 01; 000000000002; 000000730000;6;20;5840;Zona Sul  
Avenida Nascimento de Castro, 2455;Lagoa Nova; Natal; 000000350; 000160; 0004; 003; 01; 000000000003; 000000990000;8;20;6187;Zona Sul  
Rua Ângelo Varela, 1130;Tirol; Natal; 000000980; 000150; 0003; 003; 01; 000000000003; 000000950000;7;21;6333;Zona Leste
Avenida Almirante Alexandrino de Alencar, 1354;Tirol; Natal; 000001400; 000200; 0003; 002; 01; 000000000002; 000000850000;6;33;4250;Zona Leste
Travessa Antônio Basílio, 240;Lagoa Nova; Natal; 000000660; 000111; 0003; 003; 01; 000000000002; 000000535000;7;15;4819;Zona Sul  
Avenida Lima e Silva, 1513;Lagoa Nova; Natal; 000000980; 000112; 0003; 003; 01; 000000000002; 000000380000;7;16;3392;Zona Sul  
Rua Edgardo Medeiros, 2548;Praia de Cotovelo; Natal; 000000330; 000084; 0002; 001; 01; 000000000002; 000000280000;4;21;3333;Vazio     
Rua Antídio de Azevedo;Lagoa Nova; Natal; 000000550; 000057; 0002; 001; 01; 000000000001; 000000230000;4;14;4035;Zona Sul  
Rua General Oliveira Galvão, 1120;Tirol; Natal; 000001600; 000205; 0004; 004; 01; 000000000003; 000000680000;9;22;3317;Zona Leste
Rua Antídio de Azevedo;Lagoa Nova; Natal; 000000900; 000180; 0003; 003; 01; 000000000003; 000001288000;7;25;7155;Zona Sul  
Rua Ilíria Tavares Galvão, 45;Tirol; Natal; 000000700; 000095; 0003; 002; 01; 000000000001; 000000250000;6;15;2631;Zona Leste
Rua Professora Dirce Coutinho, 1866;Capim Macio; Natal; 000001300; 000217; 0003; 003; 01; 000000000002; 000000725000;7;31;3341;Zona Sul  
;Petrópolis; Natal; 000000520; 000104; 0003; 001; 01; 000000000002; 000000455000;5;20;4375;Zona Leste
;Ponta Negra; Natal; 000000650; 000052; 0001; 001; 01; 000000000001; 000000160000;3;17;3076;Zona Sul  
;Tirol; Natal; 000000630; 000099; 0003; 001; 02; 000000000002; 000000490000;6;16;4949;Zona Leste
;Neópolis; Natal; 000000793; 000202; 0003; 001; 05; 000000000002; 000000710000;9;22;3514;Zona Sul  
;Areia Preta; Natal; 000001500; 000280; 0001; 004; 06; 000000000002; 000000700000;11;25;2500;Zona Leste
;Lagoa Nova; Natal; 000000800; 000092; 0003; 002; 03; 000000000001; 000000170000;8;11;1847;Zona Sul  
;Areia Preta; Natal; 000000900; 000087; 0003; 001; 02; 000000000001; 000000320000;6;14;3678;Zona Leste
;Capim Macio; Natal; 000000510; 000058; 0002; 001; 02; 000000000002; 000000260000;5;11;4482;Zona Sul  
;Lagoa Nova; Natal; 000000500; 000122; 0003; 001; 04; 000000000002; 000000280000;8;15;2295;Zona Sul  
;Areia Preta; Natal; 000001100; 000123; 0002; 001; 01; 000000000002; 000000300000;4;30;2439;Zona Leste
;Ponta Negra; Natal; 000001154; 000038; 0001; 001; 01; 000000000001; 000000175000;3;12;4605;Zona Sul  
;Lagoa Nova; Natal; 000000770; 000108; 0003; 002; 02; 000000000002; 000000450000;7;15;4166;Zona Sul  
;Ponta Negra; Natal; 000000500; 000056; 0002; 001; 01; 000000000001; 000000360000;4;14;6428;Zona Sul  
;Lagoa Nova; Natal; 000000460; 000050; 0002; 001; 02; 000000000001; 000000175000;5;10;3500;Zona Sul  
;Tirol; Natal; 000000840; 000096; 0003; 001; 03; 000000000002; 000000340000;7;13;3541;Zona Leste
;Lagoa Nova; Natal; 000000585; 000089; 0003; 001; 02; 000000000002; 000000250000;6;14;2808;Zona Sul  
;Cidade da Esperança; Natal; 000000369; 000051; 0002; 001; 02; 000000000001; 000000200000;5;10;3921;Zona Oeste
;Ponta Negra; Natal; 000000300; 000056; 0002; 001; 02; 000000000001; 000000240000;5;11;4285;Zona Sul  
;Tirol; Natal; 000001500; 000247; 0004; 002; 02; 000000000002; 000000650000;8;30;2631;Zona Leste
;Petrópolis; Natal; 000001350; 000223; 0004; 004; 04; 000000000002; 000001000000;12;18;4484;Zona Leste
;Lagoa Nova; Natal; 000000470; 000090; 0003; 001; 02; 000000000002; 000000320000;6;15;3555;Zona Sul  
;Petrópolis; Natal; 000002000; 000260; 0004; 004; 06; 000000000004; 000000750000;14;18;2884;Zona Leste
;Tirol; Natal; 000001700; 000135; 0003; 001; 03; 000000000002; 000000500000;7;19;3703;Zona Leste
;Candelária; Natal; 000000460; 000123; 0003; 003; 05; 000000000002; 000000510000;11;11;4146;Zona Sul  
;Tirol; Natal; 000000650; 000115; 0003; 001; 02; 000000000002; 000000290000;6;19;2521;Zona Leste
;Capim Macio; Natal; 000000500; 000083; 0003; 001; 03; 000000000001; 000000290000;7;11;3493;Zona Sul  
;Candelária; Natal; 000002000; 000233; 0004; 004; 05; 000000000003; 000001200000;13;17;5150;Zona Sul  
;Capim Macio; Natal; 000000270; 000057; 0002; 001; 01; 000000000002; 000000270000;4;14;4736;Zona Sul  
;Tirol; Natal; 000002300; 000410; 0005; 004; 05; 000000000004; 000002000000;14;29;4878;Zona Leste
;Lagoa Nova; Natal; 000000850; 000148; 0004; 003; 03; 000000000003; 000000980000;10;14;6621;Zona Sul  
;Areia Preta; Natal; 000001700; 000286; 0004; 004; 04; 000000000003; 000000650000;12;23;2272;Zona Leste
;Capim Macio; Natal; 000000770; 000103; 0003; 001; 03; 000000000003; 000000610000;7;14;5922;Zona Sul  
;Candelária; Natal; 000000550; 000075; 0002; 001; 02; 000000000002; 000000280000;5;15;3733;Zona Sul  
;Areia Preta; Natal; 000000820; 000089; 0002; 001; 02; 000000000001; 000000295000;5;17;3314;Zona Leste
;Lagoa Nova; Natal; 000000750; 000110; 0003; 001; 04; 000000000002; 000000500000;8;13;4545;Zona Sul  
;Pitimbu; Natal; 000000520; 000255; 0005; 004; 06; 000000000002; 000000820000;15;17;3215;Zona Sul  
;Areia Preta; Natal; 000001500; 000225; 0004; 004; 04; 000000000003; 000001420000;12;18;6311;Zona Leste
;Tirol; Natal; 000000720; 000146; 0004; 002; 02; 000000000002; 000000450000;8;18;3082;Zona Leste
;Candelária; Natal; 000001300; 000313; 0005; 003; 03; 000000000003; 000001100000;11;28;3514;Zona Sul  
;Candelária; Natal; 000000460; 000123; 0003; 003; 05; 000000000002; 000000450000;11;11;3658;Zona Sul  
;Capim Macio; Natal; 000000448; 000058; 0002; 001; 02; 000000000001; 000000300000;5;11;5172;Zona Sul  
;Candelária; Natal; 000001800; 000269; 0004; 004; 04; 000000000003; 000000700000;12;22;2602;Zona Sul  
;Tirol; Natal; 000000840; 000098; 0003; 001; 01; 000000000002; 000000420000;5;19;4285;Zona Leste
;Barro Vermelho; Natal; 000001300; 000190; 0004; 003; 02; 000000000002; 000000750000;9;21;3947;Zona Leste
;Lagoa Nova; Natal; 000000770; 000108; 0003; 002; 02; 000000000002; 000000450000;7;15;4166;Zona Sul  
;Tirol; Natal; 000000576; 000086; 0003; 001; 01; 000000000002; 000000450000;5;17;5232;Zona Leste
;Lagoa Nova; Natal; 000000600; 000150; 0003; 001; 01; 000000000002; 000000320000;5;30;2133;Zona Sul  
;Lagoa Nova; Natal; 000000380; 000054; 0002; 001; 01; 000000000002; 000000260000;4;13;4814;Zona Sul  
;Neópolis; Natal; 000000100; 000070; 0003; 001; 02; 000000000001; 000000155000;6;11;2214;Zona Sul  
;Petrópolis; Natal; 000001400; 000284; 0003; 003; 03; 000000000003; 000001300000;9;31;4577;Zona Leste
;Ribeira; Natal; 000000348; 000058; 0002; 001; 02; 000000000002; 000000240000;5;11;4137;Zona Leste
;Lagoa Nova; Natal; 000000900; 000123; 0003; 001; 03; 000000000002; 000000350000;7;17;2845;Zona Sul  
;Ponta Negra; Natal; 000000260; 000055; 0002; 001; 02; 000000000001; 000000235000;5;11;4272;Zona Sul  
;Petrópolis; Natal; 000001400; 000285; 0003; 003; 05; 000000000003; 000001300000;11;25;4561;Zona Leste
;Tirol; Natal; 000001670; 000110; 0004; 002; 01; 000000000002; 000000380000;7;15;3454;Zona Leste
;Tirol; Natal; 000000510; 000096; 0003; 001; 03; 000000000002; 000000450000;7;13;4687;Zona Leste
;Petrópolis; Natal; 000000590; 000090; 0002; 001; 02; 000000000001; 000000185000;5;18;2055;Zona Leste
;Lagoa Nova; Natal; 000000850; 000106; 0003; 002; 01; 000000000002; 000000418000;6;17;3943;Zona Sul  
;Ponta Negra; Natal; 000000670; 000036; 0001; 001; 01; 000000000001; 000000139900;3;12;3886;Zona Sul  
;Tirol; Natal; 000001200; 000208; 0003; 003; 05; 000000000004; 000001750000;11;18;8413;Zona Leste
;Candelária; Natal; 000000720; 000140; 0003; 001; 02; 000000000002; 000000350000;6;23;2500;Zona Sul  
;Ponta Negra; Natal; 000000800; 000098; 0003; 001; 01; 000000000002; 000000310000;5;19;3163;Zona Sul  
;Ponta Negra; Natal; 000000670; 000036; 0001; 001; 01; 000000000001; 000000140000;3;12;3888;Zona Sul  
;Ponta Negra; Natal; 000000670; 000036; 0001; 001; 01; 000000000001; 000000140000;3;12;3888;Zona Sul  
;Ponta Negra; Natal; 000000670; 000036; 0001; 001; 01; 000000000001; 000000140000;3;12;3888;Zona Sul  
;Planalto; Natal; 000000220; 000070; 0002; 001; 02; 000000000001; 000000120000;5;14;1714;Zona Sul  
;Tirol; Natal; 000001700; 000240; 0004; 002; 04; 000000000002; 000000510000;10;24;2125;Zona Leste
;Dix-sept Rosado; Natal; 000000650; 000123; 0003; 003; 05; 000000000002; 000000690000;11;11;5609;Vazio     
;Petrópolis; Natal; 000001000; 000130; 0003; 001; 03; 000000000002; 000000370000;7;18;2846;Zona Leste
;Capim Macio; Natal; 000000480; 000064; 0003; 002; 01; 000000000002; 000000230000;6;10;3593;Zona Sul  
;Candelária; Natal; 000001800; 000290; 0004; 004; 01; 000000000004; 000000795000;9;32;2741;Zona Sul  
;Capim Macio; Natal; 000000700; 000100; 0003; 001; 01; 000000000002; 000000380000;5;20;3800;Zona Sul  
;Ponta Negra; Natal; 000000430; 000056; 0002; 001; 01; 000000000001; 000000220000;4;14;3928;Zona Sul  
;Barro Vermelho; Natal; 000000330; 000051; 0002; 001; 02; 000000000001; 000000185000;5;10;3627;Zona Leste
;Areia Preta; Natal; 000001700; 000250; 0004; 004; 01; 000000000003; 000000700000;9;27;2800;Zona Leste
;Petrópolis; Natal; 000000399; 000060; 0002; 001; 01; 000000000001; 000000249000;4;15;4150;Zona Leste
;Ponta Negra; Natal; 000000420; 000055; 0002; 001; 01; 000000000001; 000000275000;4;13;5000;Zona Sul  
;Petrópolis; Natal; 000000399; 000062; 0002; 001; 01; 000000000001; 000000220000;4;15;3548;Zona Leste
;Ponta Negra; Natal; 000000400; 000055; 0002; 001; 01; 000000000001; 000000260000;4;13;4727;Zona Sul  
;Candelária; Natal; 000000355; 000055; 0002; 001; 01; 000000000001; 000000280000;4;13;5090;Zona Sul  
;Lagoa Nova; Natal; 000000700; 000102; 0003; 001; 01; 000000000002; 000000375000;5;20;3676;Zona Sul  
;Candelária; Natal; 000000750; 000130; 0003; 001; 02; 000000000002; 000000350000;6;21;2692;Zona Sul  
;Tirol; Natal; 000001400; 000205; 0004; 003; 01; 000000000003; 000000650000;8;25;3170;Zona Leste
;Pitimbu; Natal; 000000530; 000210; 0004; 004; 06; 000000000002; 000000700000;14;15;3333;Zona Sul  
;Capim Macio; Natal; 000000500; 000065; 0003; 001; 02; 000000000001; 000000260000;6;10;4000;Zona Sul  
;Petrópolis; Natal; 000001300; 000200; 0004; 003; 04; 000000000002; 000000450000;11;18;2250;Zona Leste
